{'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_ENVIRON': "environ({'SHELL': '/bin/bash', 'PYTHONUNBUFFERED': '1', 'WSL2_GUI_APPS_ENABLED': '1', 'WSL_DISTRO_NAME': 'Ubuntu', 'PYCHARM_DISPLAY_PORT': '36849', 'PYCHARM_UUID': '2ed92def-50e1-32c6-8a0c-ba9c9bec1f2f', 'NAME': 'ZBook', 'PWD': '/home/daniel/Thesis/smlm_score', 'LOGNAME': 'daniel', 'HOME': '/home/daniel', 'LANG': 'C.UTF-8', 'WSL_INTEROP': '/run/WSL/58140_interop', 'WAYLAND_DISPLAY': 'wayland-0', 'PYTHONPATH': '/tmp/MObcVS/:/tmp/MObcVS/src:/home/daniel/.pycharm_helpers/pycharm_plotly_backend:/home/daniel/.pycharm_helpers/pycharm_altair_backend:/home/daniel/.pycharm_helpers/pycharm_matplotlib_backend:/home/daniel/.pycharm_helpers/pycharm_display', 'TERM': 'xterm-256color', 'USER': 'daniel', 'PYTHONIOENCODING': 'UTF-8', 'DISPLAY': ':0', 'SHLVL': '0', 'PYCHARM_PROJECT_ID': '4a4c41a4', 'XDG_RUNTIME_DIR': '/run/user/1000/', 'PYCHARM_INTERACTIVE_PLOTS': '1', 'WSLENV': '', 'XDG_DATA_DIRS': '/usr/local/share:/usr/share:/var/lib/snapd/desktop', 'PATH': '/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/NVIDIA Corporation/NVIDIA App/NvDLISR:/mnt/c/Program Files/Git/cmd:/mnt/c/Users/User/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/User/AppData/Local/Programs/Antigravity/bin:/mnt/c/Users/User/AppData/Local/JetBrains/Toolbox/scripts:/mnt/c/Users/User/AppData/Local/PowerToys/DSCModules/:/snap/bin', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'HOSTTYPE': 'x86_64', 'PYCHARM_HOSTED': '1', 'PULSE_SERVER': 'unix:/mnt/wslg/PulseServer', 'OLDPWD': '/mnt/c/WINDOWS/system32', '_': '/home/daniel/miniforge3/envs/smlm/bin/python', 'KMP_DUPLICATE_LIB_OK': 'True', 'KMP_INIT_AT_FORK': 'FALSE'})", 'STAT2HEADER_IMP_VERSIONS': "{'IMP_VERSION': '2.22.0', 'PMI_VERSION': '2.22.0'}", 0: 'GMMScoringRestraint_Score', 1: 'AV_0_x', 2: 'AV_0_y', 3: 'AV_0_z', 4: 'AV_1_x', 5: 'AV_1_y', 6: 'AV_1_z', 7: 'AV_2_x', 8: 'AV_2_y', 9: 'AV_2_z', 10: 'AV_3_x', 11: 'AV_3_y', 12: 'AV_3_z', 13: 'AV_4_x', 14: 'AV_4_y', 15: 'AV_4_z', 16: 'AV_5_x', 17: 'AV_5_y', 18: 'AV_5_z', 19: 'AV_6_x', 20: 'AV_6_y', 21: 'AV_6_z', 22: 'AV_7_x', 23: 'AV_7_y', 24: 'AV_7_z', 25: 'Total_Score', 26: 'MonteCarlo_Acceptance_NPC_Complex_0', 27: 'MonteCarlo_Temperature', 28: 'MonteCarlo_Nframe', 29: 'ReplicaExchange_SwapSuccessRatio', 30: 'ReplicaExchange_MinTempFrequency', 31: 'ReplicaExchange_MaxTempFrequency', 32: 'ReplicaExchange_CurrentTemp', 33: 'Stopwatch_None_delta_seconds', 34: 'rmf_file', 35: 'rmf_frame_index'} 
{0: '105.20614146395388', 1: 1010.9046691587397, 2: 470.2889344987167, 3: 661.8130848747574, 4: 1028.6723391289188, 5: 792.027053119325, 6: 641.9642718269545, 7: 813.503827217934, 8: 1033.833684673262, 9: 619.398951945001, 10: 488.9507000881217, 11: 1055.656658323826, 12: 598.1918377424007, 13: 244.7309798942752, 14: 837.301919193224, 15: 593.6543464388333, 16: 224.89307277279602, 17: 509.9219322331546, 18: 615.1828835010024, 19: 441.05466591113475, 20: 269.64616130538366, 21: 643.3815014696154, 22: 767.2711307478744, 23: 250.1319852398638, 24: 663.6156628419294, 25: '0.5260307073197694', 26: '1.0', 27: '1.0', 28: '0', 29: '0', 30: '0', 31: '0', 32: '1.0', 33: '1.6999418870000085', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 0} 
{0: '125.58918187095821', 1: 918.8721577990593, 2: 574.2308178886929, 3: 617.8570583604329, 4: 926.6503647726973, 5: 893.3158010726139, 6: 569.3869082482544, 7: 707.251146839741, 8: 1132.3405672635483, 9: 572.2632880216377, 10: 384.86495153726344, 11: 1152.1345698668608, 12: 616.2639100721146, 13: 148.66614578767627, 14: 933.9504185491824, 15: 679.1006265357997, 16: 139.301639248279, 17: 609.3766955224437, 18: 730.0798445251813, 19: 360.7951490690439, 20: 372.3349279617117, 21: 732.3750650684609, 22: 684.5711381677216, 23: 354.76452138749096, 24: 686.9020403117233, 25: '0.6279459093547911', 26: '0.9983333333333333', 27: '1.0', 28: '11', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.7223639500000019', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 11} 
{0: '114.3659153554259', 1: 921.5714110714418, 2: 573.5160973677043, 3: 649.7789109721581, 4: 938.4856826714957, 5: 892.6842048166878, 6: 604.2738667157338, 7: 723.1352018731984, 8: 1134.714353751221, 9: 586.3098284866865, 10: 398.2398826620325, 11: 1158.7751544631074, 12: 597.4823673778221, 13: 153.99269989846334, 14: 943.5998400465967, 15: 634.7053500296759, 16: 135.17246382069862, 17: 618.9539331804854, 18: 682.512359955326, 19: 352.1074075837824, 20: 378.8534806367208, 21: 705.8457129327103, 22: 678.564399053472, 23: 357.00359491710327, 24: 693.3628647346277, 25: '0.5718295767771295', 26: '0.9984615384615385', 27: '1.0', 28: '12', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.8338345989999993', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 12} 
{0: '124.99193407847869', 1: 926.068007048031, 2: 612.701003067461, 3: 686.6520287687232, 4: 929.1871083336314, 5: 929.730186447088, 6: 625.7599066023658, 7: 703.1658412442428, 8: 1159.3416777377793, 9: 587.4182956112114, 10: 377.2971063885291, 11: 1167.3686566129454, 12: 584.9993174858988, 13: 142.55492937652843, 14: 942.1159860428534, 15: 623.729117283898, 16: 137.70828944980252, 17: 619.6374195759688, 18: 687.122812395145, 19: 364.99903635480484, 20: 392.29207745539134, 21: 730.7857747983539, 22: 692.3712679095703, 23: 386.4863203306019, 24: 731.8447722482351, 25: '0.6249596703923935', 26: '0.9985714285714286', 27: '1.0', 28: '13', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.7268840670000003', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 13} 
{0: '118.99311178179876', 1: 955.1088998255688, 2: 657.9814061291847, 3: 660.7774283912008, 4: 901.6763845623244, 5: 973.5948868073538, 6: 618.8467764053388, 7: 638.63895710581, 8: 1163.0947733036403, 9: 605.4963450348505, 10: 316.4319627858739, 11: 1115.7368875129678, 12: 619.659666193621, 13: 125.27432594303849, 14: 852.2024766275205, 15: 656.4159556636897, 16: 178.06327516108644, 17: 530.8059551121337, 18: 700.6005584936069, 19: 442.28451525687984, 20: 343.48317057943706, 21: 719.3289640727771, 22: 765.5205541148326, 23: 393.35131976133187, 24: 703.86813727956, 25: '0.5949655589089938', 26: '0.9986666666666667', 27: '1.0', 28: '14', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.8060029409999885', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 14} 
{0: '115.73654500830203', 1: 923.6326636478939, 2: 617.7513333658721, 3: 641.3561611629939, 4: 904.9933401173239, 5: 940.0278361554764, 6: 637.4174028395836, 7: 664.6559252248552, 8: 1157.275533841777, 9: 655.2638057161267, 10: 339.59970415747364, 11: 1143.925660153946, 12: 675.7808771301673, 13: 120.99069321337976, 14: 900.2743709367318, 15: 689.4484393312016, 16: 138.39514462004013, 17: 572.0960527079602, 18: 694.9939640802232, 19: 380.28148010535324, 20: 356.2417839025863, 21: 682.6903937705989, 22: 706.6108360934206, 23: 372.10912545365284, 24: 661.1315167810026, 25: '0.5786827250415102', 26: '0.99875', 27: '1.0', 28: '15', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.6592243690000004', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 15} 
{0: '112.12253889044113', 1: 941.7356605886467, 2: 635.5424127997767, 3: 634.7257071773527, 4: 912.5085953192677, 5: 956.4937594348374, 6: 615.7232284446834, 7: 665.162301156669, 8: 1166.3310427908611, 9: 623.8012554697299, 10: 340.7260046135566, 11: 1143.292539297655, 12: 645.5045511567712, 13: 130.25020176835335, 14: 893.5040755422175, 15: 670.9665316580978, 16: 158.43752741388204, 17: 566.6953918200632, 18: 691.8527770296126, 19: 407.28748821563033, 20: 358.560025488105, 21: 689.2434113577253, 22: 732.9131905847853, 23: 384.10481686362704, 24: 666.3792062608306, 25: '0.5606126944522057', 26: '0.9988235294117647', 27: '1.0', 28: '16', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.6760852870000065', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 16} 
{0: '105.72891057366999', 1: 959.6769303889447, 2: 686.8780190103969, 3: 638.5861556309861, 4: 893.0546688515587, 5: 1002.5111190346471, 6: 625.84634064683, 7: 622.2381117642856, 8: 1181.2080415855557, 9: 627.5585091707933, 10: 302.26903240534193, 11: 1119.2337618554293, 12: 633.8587558023037, 13: 122.33448544465892, 14: 845.6136780548977, 15: 643.7714350933928, 16: 188.54679668854902, 17: 523.9893209816535, 18: 658.2067773455742, 19: 460.41817110734735, 20: 347.0019966783387, 21: 662.0649253425072, 22: 781.3162444275317, 23: 411.6384223977761, 24: 654.7188179279443, 25: '0.52864455286835', 26: '0.9988888888888889', 27: '1.0', 28: '17', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.7289188889999991', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 17} 
{0: '117.50250456817962', 1: 971.021649131787, 2: 758.6021519977679, 3: 696.2101165435158, 4: 846.3790181747912, 5: 1056.4080779262065, 6: 697.1731737215949, 7: 546.984971970626, 8: 1181.0395085519972, 9: 686.8126312410527, 10: 245.15322435639843, 11: 1060.4184238843636, 12: 662.1374155937564, 13: 120.6057488309877, 14: 758.1920476727155, 15: 640.006068551459, 16: 245.87068148313563, 17: 454.3116943942528, 18: 640.3283541122497, 19: 545.5706152480731, 20: 331.127418891576, 21: 656.4226533685754, 22: 847.8779468920368, 23: 454.60855727042537, 24: 680.2992524460626, 25: '0.587512522840898', 26: '0.9989473684210526', 27: '1.0', 28: '18', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.733970266', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 18} 
{0: '134.72609705718827', 1: 969.1366396699573, 2: 770.3140483030757, 3: 652.9537640345432, 4: 836.4668540912726, 5: 1059.6163589694747, 6: 707.0646084808511, 7: 534.5914234960582, 8: 1170.2697600055558, 9: 750.7015021022567, 10: 236.07578136847712, 11: 1039.317557319826, 12: 749.8963819814975, 13: 119.21033840603133, 14: 736.3670378586138, 15: 706.237434913836, 16: 252.85710044421972, 17: 440.91635522027605, 18: 652.5521161179048, 19: 555.750581462628, 20: 331.025106010221, 21: 614.6985165270628, 22: 854.541999026037, 23: 464.931771444508, 24: 615.0147873844127, 25: '0.6736304852859414', 26: '0.999', 27: '1.0', 28: '19', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13736987000000056', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 19} 
{0: '161.04379406778986', 1: 972.849192866832, 2: 784.4323916084272, 3: 718.4482655491023, 4: 824.104820347215, 5: 1064.0801445607292, 6: 780.8768516421578, 7: 515.2430094404283, 8: 1161.281529165669, 9: 801.6951569787278, 10: 223.71300003978513, 11: 1021.4998255397231, 12: 760.0773104248226, 13: 123.86242433246485, 14: 719.5586313081207, 15: 681.3116426717075, 16: 273.778602917959, 17: 433.78203174575134, 18: 618.9293465464109, 19: 583.044420316223, 20: 336.90320650723083, 21: 604.0098992454282, 22: 874.7806893938613, 23: 479.6764820852161, 24: 645.4000837090078, 25: '0.8052189703389493', 26: '0.9990476190476191', 27: '1.0', 28: '20', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14109970299999475', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 20} 
{0: '163.5394943681459', 1: 990.336986247683, 2: 755.2495921020994, 3: 707.5617168144187, 4: 864.0018994429071, 5: 1044.8071503576555, 6: 774.0519322465714, 7: 563.6986849242775, 8: 1163.6548147753058, 9: 805.2022332895942, 10: 261.74281676734915, 11: 1044.8044776793313, 12: 774.2511871156113, 13: 138.11082240354642, 14: 750.5844083705588, 15: 700.1409081709667, 16: 265.1824022945381, 17: 454.8304980286629, 18: 633.6795326927423, 19: 566.1168422205325, 20: 336.28380337789076, 21: 608.4092625678826, 22: 868.4818806103063, 23: 458.1033041909191, 24: 639.1142957994475, 25: '0.8176974718407296', 26: '0.9954545454545455', 27: '1.0', 28: '21', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.14485735400000976', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 21} 
{0: '165.55474028485486', 1: 963.5118605949027, 2: 799.4754812121856, 3: 779.0703759753341, 4: 795.8977762146711, 5: 1074.038603452702, 6: 806.3777572488987, 7: 483.53078079514574, 8: 1157.1992683982817, 9: 778.301197252868, 10: 207.10248827594353, 11: 1002.1238562367009, 12: 702.145226775635, 13: 132.2330211757718, 14: 692.815747347203, 15: 624.2625629086219, 16: 301.251598212599, 17: 412.19346204844976, 18: 597.4571541424132, 19: 613.1513418222564, 20: 329.61421861211943, 21: 631.4080155172284, 22: 889.6931272865932, 23: 487.67587034052616, 24: 707.2272837121989, 25: '0.8277737014242743', 26: '0.9956521739130435', 27: '1.0', 28: '22', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.13773135799999636', 34: 'bayesian_cluster_484/rmfs//0.rmf3', 35: 22} 
