{'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_ENVIRON': "environ({'SHELL': '/bin/bash', 'PYTHONUNBUFFERED': '1', 'WSL2_GUI_APPS_ENABLED': '1', 'WSL_DISTRO_NAME': 'Ubuntu', 'PYCHARM_DISPLAY_PORT': '35001', 'PYCHARM_UUID': 'b470e729-5475-361a-a407-92698cd81233', 'NAME': 'ZBook', 'PWD': '/home/daniel/Thesis/smlm_score', 'LOGNAME': 'daniel', 'HOME': '/home/daniel', 'LANG': 'C.UTF-8', 'WSL_INTEROP': '/run/WSL/1017_interop', 'WAYLAND_DISPLAY': 'wayland-0', 'PYTHONPATH': '/tmp/bl8axY/:/tmp/bl8axY/src:/home/daniel/.pycharm_helpers/pycharm_plotly_backend:/home/daniel/.pycharm_helpers/pycharm_altair_backend:/home/daniel/.pycharm_helpers/pycharm_matplotlib_backend:/home/daniel/.pycharm_helpers/pycharm_display', 'TERM': 'xterm-256color', 'USER': 'daniel', 'PYTHONIOENCODING': 'UTF-8', 'DISPLAY': ':0', 'SHLVL': '0', 'PYCHARM_PROJECT_ID': '4a4c41a4', 'XDG_RUNTIME_DIR': '/run/user/1000/', 'PYCHARM_INTERACTIVE_PLOTS': '1', 'WSLENV': '', 'XDG_DATA_DIRS': '/usr/local/share:/usr/share:/var/lib/snapd/desktop', 'PATH': '/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/NVIDIA Corporation/NVIDIA App/NvDLISR:/mnt/c/Program Files/Git/cmd:/mnt/c/Users/User/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/User/AppData/Local/Programs/Antigravity/bin:/mnt/c/Users/User/AppData/Local/JetBrains/Toolbox/scripts:/mnt/c/Users/User/AppData/Local/PowerToys/DSCModules/:/snap/bin', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'HOSTTYPE': 'x86_64', 'PYCHARM_HOSTED': '1', 'PULSE_SERVER': 'unix:/mnt/wslg/PulseServer', 'OLDPWD': '/mnt/c/WINDOWS/system32', '_': '/home/daniel/miniforge3/envs/smlm/bin/python', 'KMP_DUPLICATE_LIB_OK': 'True', 'KMP_INIT_AT_FORK': 'FALSE'})", 'STAT2HEADER_IMP_VERSIONS': "{'IMP_VERSION': '2.22.0', 'PMI_VERSION': '2.22.0'}", 0: 'GMMScoringRestraint_Score', 1: 'AV_0_x', 2: 'AV_0_y', 3: 'AV_0_z', 4: 'AV_1_x', 5: 'AV_1_y', 6: 'AV_1_z', 7: 'AV_2_x', 8: 'AV_2_y', 9: 'AV_2_z', 10: 'AV_3_x', 11: 'AV_3_y', 12: 'AV_3_z', 13: 'AV_4_x', 14: 'AV_4_y', 15: 'AV_4_z', 16: 'AV_5_x', 17: 'AV_5_y', 18: 'AV_5_z', 19: 'AV_6_x', 20: 'AV_6_y', 21: 'AV_6_z', 22: 'AV_7_x', 23: 'AV_7_y', 24: 'AV_7_z', 25: 'Total_Score', 26: 'MonteCarlo_Acceptance_NPC_Complex_0', 27: 'MonteCarlo_Temperature', 28: 'MonteCarlo_Nframe', 29: 'ReplicaExchange_SwapSuccessRatio', 30: 'ReplicaExchange_MinTempFrequency', 31: 'ReplicaExchange_MaxTempFrequency', 32: 'ReplicaExchange_CurrentTemp', 33: 'Stopwatch_None_delta_seconds', 34: 'rmf_file', 35: 'rmf_frame_index'} 
{0: '100.00775050900991', 1: 1030.9531627890076, 2: 451.2385181502313, 3: 651.2969459486235, 4: 1042.6545655048808, 5: 773.7210060317834, 6: 641.6426912746384, 7: 822.8358024539804, 8: 1012.2209542382313, 9: 633.0046730344528, 10: 497.49086388359194, 11: 1028.8758139131119, 12: 621.428715305788, 13: 257.0093137458477, 14: 806.4225505470978, 15: 616.3471485353547, 16: 243.3822333019187, 17: 478.2099807187456, 18: 627.5492918220957, 19: 464.3248968765209, 20: 241.0737583887, 21: 641.8389373731437, 22: 791.2655915467516, 23: 226.7878201645761, 24: 652.4738055970771, 25: '0.5000387525450496', 26: '1.0', 27: '1.0', 28: '0', 29: '0', 30: '0', 31: '0', 32: '1.0', 33: '4.640231846000006', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 0} 
{0: '161.30860333256078', 1: 1024.9647861728436, 2: 775.1607603958785, 3: 735.6624306607681, 4: 793.3262131048666, 5: 996.7958531701593, 6: 697.629029983571, 7: 484.51505837158015, 8: 992.7670124798893, 9: 598.1475322173488, 10: 278.84930696010997, 11: 766.1211656019483, 12: 485.92465134703775, 13: 301.5783857358767, 14: 444.11506733808875, 15: 429.90577668345, 16: 535.9177982855826, 17: 217.04559409547016, 18: 469.39210819387904, 19: 842.8336785705408, 20: 221.84459223701714, 21: 574.4304561632097, 22: 1047.9482855028846, 23: 451.37648076603, 24: 686.0123384552376, 25: '0.8065430166628039', 26: '0.9983333333333333', 27: '1.0', 28: '11', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3327709079999863', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 11} 
{0: '166.41662734229007', 1: 1036.4970119173115, 2: 764.5435023984123, 3: 731.3312931047266, 4: 821.9518436084352, 5: 1003.1415268056599, 6: 695.7442736541018, 7: 514.0115082794414, 8: 1023.2133444132878, 9: 595.5095428557551, 10: 292.56744492822787, 11: 813.8552757238015, 12: 479.78382366331414, 13: 291.68217474769915, 14: 491.8182171031207, 15: 419.50114098137226, 16: 508.51547544845414, 17: 247.58270160065945, 18: 456.4742258328695, 19: 814.6042624271566, 20: 228.34522623158335, 21: 562.2712793159886, 22: 1035.7135225449165, 23: 440.63034142650105, 24: 677.3935240882057, 25: '0.8320831367114504', 26: '0.9969230769230769', 27: '1.0', 28: '12', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.4129072650000012', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 12} 
{0: '150.71259916594343', 1: 1027.5390985208476, 2: 777.4131068983697, 3: 702.4150578458883, 4: 807.0973854291518, 5: 1008.8758659755631, 6: 657.0771626733441, 7: 495.4848382671826, 8: 1015.979975523848, 9: 566.9423673855097, 10: 274.39153298347225, 11: 794.6908862468096, 12: 475.2384660118006, 13: 277.9003532748729, 14: 469.07758475956456, 15: 439.09543439540954, 16: 500.7909464216857, 17: 232.1379795942458, 18: 486.1494811899004, 19: 810.731895300438, 20: 226.24985300372555, 21: 581.8332346267936, 22: 1031.4103142425838, 23: 450.4062471005244, 24: 672.7307190983271, 25: '0.7535629958297172', 26: '0.9971428571428571', 27: '1.0', 28: '13', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3947121550000361', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 13} 
{0: '123.18728064300062', 1: 1035.1824748353552, 2: 789.6174291380039, 3: 649.8363179965669, 4: 797.5411508577962, 5: 1008.1092661252944, 6: 653.4419742776419, 7: 475.2385832271347, 8: 998.7789983282601, 9: 617.2324417710897, 10: 254.60477350914618, 11: 767.5348588282297, 12: 553.1419888337513, 13: 270.2734070562451, 14: 444.45276135245905, 15: 501.0353206126125, 16: 510.92488439141005, 17: 220.58937868582314, 18: 498.4413494432569, 19: 832.4585311653543, 20: 230.8108220193891, 21: 540.4541878002037, 22: 1052.3852246248482, 23: 464.9189605958172, 24: 603.9603704975693, 25: '0.6159364032150031', 26: '0.996', 27: '1.0', 28: '14', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '2.280283727999972', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 14} 
{0: '125.41973489557597', 1: 1030.0547141893007, 2: 830.113048763571, 3: 517.4604674420316, 4: 789.746539469382, 5: 1037.2679955778017, 6: 577.1588059639665, 7: 472.67792091742564, 8: 1010.436795877933, 9: 640.599385209781, 10: 259.44476795219913, 11: 764.851506562361, 12: 662.5129506383329, 13: 281.1493213882171, 14: 439.4594042204156, 15: 631.024147019958, 16: 524.9948614141091, 17: 227.18217443760466, 18: 571.7585865806063, 19: 842.9933794602567, 20: 255.37624939035254, 21: 514.0049792786144, 22: 1055.1822457830149, 23: 503.7287003544356, 24: 491.5472101700631, 25: '0.6270986744778798', 26: '0.99625', 27: '1.0', 28: '15', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '2.0252908790000106', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 15} 
{0: '147.4112737144156', 1: 1061.416530087642, 2: 792.4218776358447, 3: 501.34833060427377, 4: 841.9546886588128, 5: 1009.6491685781991, 6: 595.5496399137423, 7: 533.8036989001124, 8: 997.211339893663, 9: 696.3732342315994, 10: 311.3800058673413, 11: 762.4536407901039, 12: 737.3273511279816, 13: 310.9563393839789, 14: 437.63510409527544, 15: 694.4858830646019, 16: 533.6905861750591, 17: 215.0965881814456, 18: 600.1421468111884, 19: 843.5224876461663, 20: 228.65246709255098, 21: 504.8852652953353, 22: 1065.0001060179027, 23: 466.2448659441409, 24: 463.59455383539773, 25: '0.7370563685720779', 26: '0.9964705882352941', 27: '1.0', 28: '16', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.29957248099998424', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 16} 
{0: '149.44383589912852', 1: 1076.2761514703116, 2: 785.7034305432492, 3: 504.76819489170083, 4: 871.7984110165994, 5: 1015.4275309904717, 6: 602.9556369694126, 7: 564.2084115021887, 8: 1021.545978039781, 9: 706.0482460510254, 10: 327.55735573303497, 11: 801.0037283337647, 12: 746.2739853164553, 13: 306.1047623423946, 14: 477.361839573751, 15: 700.0315076973735, 16: 513.5082706142268, 17: 242.13066476088642, 18: 601.6203524269004, 19: 822.8867389784076, 20: 236.95975533901424, 21: 504.0925742979782, 22: 1058.7721338161434, 23: 460.39475120970945, 24: 463.5674042545917, 25: '0.7472191794956426', 26: '0.9955555555555555', 27: '1.0', 28: '17', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.35848980400004393', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 17} 
{0: '132.65486089989156', 1: 1095.4386555055737, 2: 782.453323894282, 3: 587.9835256896866, 4: 894.4185689431771, 5: 1019.4108371073135, 6: 675.5457560144566, 7: 576.550181629334, 8: 1041.158948203038, 9: 736.8958762514178, 10: 323.0316486540774, 11: 836.438650169424, 12: 728.026309599184, 13: 287.58372099908934, 14: 519.1584373048604, 15: 654.409982542825, 16: 491.1751789810518, 17: 276.52116656442684, 18: 566.5899995470045, 19: 810.1020879376701, 20: 255.20524668500093, 21: 511.0499167108147, 22: 1063.0897784787844, 23: 462.8805186696874, 24: 519.7456700017958, 25: '0.6632743044994578', 26: '0.9957894736842106', 27: '1.0', 28: '18', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.3263708239999801', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 18} 
{0: '107.01327025879223', 1: 1110.1118426179462, 2: 795.3156523140826, 3: 621.2971437981441, 4: 912.9942010940431, 5: 1047.407721931067, 6: 663.9504705779524, 7: 592.11568803795, 8: 1087.1375059746392, 9: 691.0734011273397, 10: 331.2963214659536, 11: 892.0302986349992, 12: 678.144678583872, 13: 288.19798232324587, 14: 570.2402823540998, 15: 634.140460095599, 16: 487.63216025851705, 17: 312.3830230794269, 18: 592.0653030595197, 19: 809.0350422392876, 20: 273.6601897525721, 21: 570.7539884126992, 22: 1069.4807276995973, 23: 471.7046836427108, 24: 583.1567965401433, 25: '0.5350663512939612', 26: '0.996', 27: '1.0', 28: '19', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '1.8271613260000095', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 19} 
{0: '116.84996116642328', 1: 1086.3261390371997, 2: 825.618298281948, 3: 560.121356430798, 4: 876.3810877015967, 5: 1063.5520899194435, 6: 619.5828453610408, 7: 559.2111444852134, 8: 1079.8784384579446, 9: 686.0193316192739, 10: 315.37250771590135, 11: 865.1588387353787, 12: 712.4565953763462, 13: 293.19472346666606, 14: 539.4872684501886, 15: 684.3705338251481, 16: 505.96688997075444, 17: 296.0095797706522, 18: 625.3680202735961, 19: 824.296524732598, 20: 280.9654366941077, 21: 564.5950008499749, 22: 1067.463706906888, 23: 498.56131549146704, 24: 537.5920134530545, 25: '0.5842498058321164', 26: '0.9961904761904762', 27: '1.0', 28: '20', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '2.0487536859999977', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 20} 
{0: '108.26208263422095', 1: 1095.3384020892736, 2: 794.8055653770061, 3: 602.9250249049466, 4: 894.4999120841103, 5: 1044.741845461504, 6: 640.6190466998507, 7: 574.7885052206598, 8: 1079.0574491043926, 9: 684.0262455364742, 10: 318.8310510704902, 11: 877.779499237917, 12: 699.3129967939731, 13: 281.6723279553008, 14: 552.893925587469, 15: 679.0337958739962, 16: 485.0062599425021, 17: 297.2967031060549, 18: 642.154963308629, 19: 805.5492837392851, 20: 264.3847479833134, 21: 604.4400378335121, 22: 1061.0269778471788, 23: 468.54935318303853, 24: 588.459797488275, 25: '0.5413104131711047', 26: '0.9963636363636363', 27: '1.0', 28: '21', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '2.421133719000011', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 21} 
{0: '140.70840970640486', 1: 1104.9547389091235, 2: 778.1245159046966, 3: 565.2280642645626, 4: 916.4786535675278, 5: 1023.2959372814951, 6: 657.9255391141673, 7: 605.3586809776664, 8: 1054.983386009345, 9: 744.3974853836285, 10: 348.2074957327534, 11: 855.8499898266707, 12: 766.303526865076, 13: 300.7652481658285, 14: 536.4341113246523, 15: 710.937631529886, 16: 491.67522354392213, 17: 285.52045817661264, 18: 618.0377052973284, 19: 804.3464996024778, 20: 254.5047386776768, 21: 537.2407946493478, 22: 1061.00947251493, 23: 456.593394126753, 24: 515.066486113025, 25: '0.7035420485320243', 26: '0.9965217391304347', 27: '1.0', 28: '22', 29: '0.0', 30: '1.0', 31: '0.0', 32: '1.0', 33: '0.5134732789999816', 34: 'bayesian_cluster_87/rmfs//0.rmf3', 35: 22} 
